MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,Family,Genus,Species,RecordID
0.46917904058200427,0.6956152849385615,0.21989313474618752,0.05197068699964895,0.010298827701122832,0.04914972382979397,-0.1318295248353918,-0.04075309743051556,0.13708807997997405,-0.012960698825389612,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5148699525222419,0.7215269110121016,0.26106407324758385,0.07903065183537607,0.026049869253333944,-0.1042135599341738,-0.16405449992118384,-0.11923677447949871,0.11547547740425633,-0.025195403646423253,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4765689924813024,0.7045125178752892,0.2355497082781322,0.10568008797910744,0.053945654612546405,-0.16692308997016883,-0.19249598087103487,-0.09377763721166926,0.027603808250254207,0.007638662084764862,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.537134572772823,0.5900221295732506,0.2316739298517788,0.013611217984017352,-0.08819427429064325,-0.2669332238414227,-0.13781912725593645,-0.11937213821653675,0.030712522589050287,-0.12097984918276096,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5015570052188348,0.7688677771602032,0.2684486569875723,0.14280431318875095,0.015685826580755236,-0.24518382060888466,-0.17943835565143038,-0.1001352828734708,0.004164865694961414,-0.04672296615972586,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4643208143248889,0.7275242301670884,0.2609191007475598,0.12770806049234992,0.02665400202367903,-0.2734884819857312,-0.19182912369125565,-0.051234701144397855,-0.010358528731652234,-0.08021240006637634,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4108070484062001,0.7739718947498829,0.2817061928998867,0.14798276086796028,0.01442371810467743,-0.22207496941229352,-0.08797072622769748,-0.07294083470368111,0.015457463388786818,-0.018400273409245722,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4618528745083735,0.6384819666310009,0.2815954409265787,0.11702118089825277,0.05420739574854501,-0.14720093761755781,-0.13375902946219548,-0.09307327194128046,0.001991267260024852,0.022546446585985546,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4866423661907859,0.5816351078102201,0.20819686340634275,0.03284556813500615,0.06331999175635852,-0.21907393995212376,-0.18111722030822378,-0.16829878394980133,0.101153839194768,-0.09721839507450136,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5466213099785027,0.8106412916219811,0.28339016878930207,0.1357612260057337,0.022416534800470168,-0.26044468084810823,-0.2246885174223478,-0.15125330852337288,0.05502067765396811,-0.08204201678185315,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5197770797586165,0.7302325203985153,0.21651433549380866,0.11522085121659306,-0.018976379567636776,-0.12312956336012087,-0.30752343849293745,0.00728509399478588,0.029052561630824585,-0.07190576310986255,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5262198742386712,0.5284130955673125,0.2049492506380203,0.005837145032312544,-0.005817370242988049,-0.2004618016734823,-0.15953453957015165,-0.07524206751485382,0.04969012510370645,-0.05936235787985954,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5016059732200213,0.7241931718899121,0.22800796696294623,0.1316328998274107,-0.026065339881349226,-0.29900011283049727,-0.15872304533649476,-0.07894582696542835,0.005137955209931915,-0.027769819951393417,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.534213341284782,0.7769104472835522,0.2459632633620766,0.09118796037576804,-0.0009733662523483339,-0.30167614308243745,-0.15240052664729742,-0.13146109668667585,0.05244617632682222,-0.05367416274636315,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5022415631010487,0.5862296174403117,0.2590042272756068,0.005946216422269711,0.03572144046689723,-0.3847801215206158,-0.12707073564616092,-0.10325238325654304,0.18187701217237268,-0.16777871287699783,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.6060864860501901,0.8073575020802551,0.2586883844560674,0.14246756599477556,0.01248922774613992,-0.28988485416291754,-0.23948627827998256,-0.09944549941463111,0.08507139638362483,-0.03752688652447665,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48109520583368387,0.5233654994737252,0.2009802817444111,0.038000550208263595,0.04934451780605593,-0.21837868699335977,-0.14028215747841064,-0.1420783730035973,0.07287393839973884,-0.07295254628524134,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.539964568865681,0.7490928331562607,0.25553872715972387,0.1292556962671433,0.029081594602254165,-0.2036372683928089,-0.16795966186078584,-0.19641262605548146,0.08332924381025503,-0.01864570980220407,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5484005682978637,0.7066800068333295,0.2625830655312559,0.10292575928565258,0.0626849995921483,-0.19819625597095814,-0.211201269667364,-0.1120646397404508,0.09443563085796232,-0.09119143002029306,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4338223793099266,0.5828867348071908,0.06205583370667438,-0.07116215346062608,-0.048767754560459814,0.7058375666056295,-0.20989368095269717,0.019245427371144538,0.31319517312337297,-0.06413298326156973,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49270931969946835,0.6104807262901079,0.23498831132670303,0.06762502162035156,0.048534785090603265,-0.20032812925766044,-0.13765731597395903,-0.08018854202631388,0.0018396169803485266,0.010115896981700699,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5374889714271782,0.5475586752938869,0.26939516939378033,0.07778241244010456,0.06972238975577219,-0.3158408973477875,-0.16831493758666155,-0.10683061141378183,0.07601231628565447,-0.17789594469542783,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48190314005379586,0.6780392457054792,0.232352569963843,0.07309242488601432,0.0234785628692056,-0.164340772784696,-0.1560624427536033,-0.030929834330444692,-0.014722982712083532,-0.005335942473010936,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5404443427984176,0.6044632711845755,0.24009371155677137,0.022943121970813808,0.009576384172195723,-0.18198689598297757,-0.12141192553666455,-0.10343245032047747,0.11500423529219761,-0.08251541935751744,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48444403392914187,0.6812600030356113,0.1956856033139459,0.06519272459427675,0.01738836012612269,-0.2446748797672336,-0.09971617096878342,-0.060205255362375726,0.028841575396914138,0.003389717863801956,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.50223373535242,0.553293380643429,0.2165426055148711,0.029041021636006015,0.04513786126473819,-0.1919511944197618,-0.09900187163509325,-0.08918898854796548,0.05075861309740582,-0.05165043526632317,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.47386862367512167,0.6583657081035091,0.24290454274532602,0.05521070825116678,0.017492556376450002,-0.17512197947195002,-0.10825930455506917,-0.10466397161853382,0.028757253818016422,0.01841932560625622,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4631410821090102,0.5789402007329321,0.27767096287229626,0.035412185836067214,0.07091424059411351,-0.2902838097757857,-0.08360905240079804,-0.05111128942492081,0.09224961031315826,-0.16685692421017892,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5246923420510218,0.6605273759612712,0.19220705084753878,0.08563832947899991,0.04252316165745716,-0.1574956937728495,-0.17712140134461785,-0.033740845970042295,0.02702901510880268,-0.035720301003133115,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4736645897908376,0.68792513965032,0.23051637709542921,0.04895205945704276,-0.0011342795723607811,-0.11079591756940789,-0.13529119258832353,-0.10531477185127863,-0.026942481025937826,0.00782975046359838,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5451056442815967,0.4860635621683748,0.21087329191163956,0.041286362060581755,0.02879915592275544,-0.2438892495026667,-0.1662823898469786,-0.07635463355369115,0.08551997055653768,-0.12264659035511481,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5055275167487822,0.701520588297984,0.23697172364919447,0.0876669949536051,0.05685493404720458,-0.21163021763843276,-0.14450801006083064,-0.0989957963816886,-0.0039693850566791455,-0.0020072023065556065,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4965984810611133,0.736928615258622,0.2520872299901101,0.058711741844317364,0.07370392255731804,-0.1634539033051472,-0.15559194089589617,-0.06444904575573962,0.0599461041623928,-0.04150445771879392,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5119619560398877,0.7096905412578552,0.24115519718107237,0.12376597077818702,0.02217472586916537,-0.23646023874931146,-0.1725560777054786,-0.06488550150309673,0.00014790947862493894,0.002832327542062122,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4686845272785359,0.5601388448824515,0.21832557802426728,0.0070583419149053426,0.009735696526662781,-0.257287278857132,-0.08429717260643498,-0.13053165456286603,0.03305003853516409,-0.05858006350799707,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4946877012268364,0.7248470415902553,0.15764572757475398,0.1273195648333211,-0.03146371217242985,-0.27937792569312914,-0.14898251952754604,-0.05835936209040376,0.0850052253227382,-0.07766059523011429,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4178436183113007,0.6986500411809238,0.20877861488793575,0.11266401807291601,0.035643523102662764,-0.1415289812690483,-0.09637482399811827,-0.09752115365671814,0.003745254108490697,-0.019332751574244765,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5208007559229002,0.6240533498353272,0.24554816796955234,0.07145972241028888,0.05076486219691594,-0.24223494918227892,-0.1573026229227278,-0.08665602301048332,0.05537158922328973,-0.0863283340768762,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5166081818745051,0.6633540071761159,0.2636752251535964,0.09323033736041042,-0.034391892490781825,-0.30893024011920694,-0.10717872118537941,-0.0610064052789597,0.02039583677406052,-0.017823753733163195,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49101434391212445,0.5982021965611327,0.20594284804867866,0.06190573223120629,0.044502319405503026,-0.22403288100424137,-0.1277865075000003,-0.14234264822612483,0.08227194025053565,-0.11608819914984922,Leptodactylidae,Adenomera,AdenomeraAndre,1
