MFCCs_ 1,MFCCs_ 2,MFCCs_ 3,MFCCs_ 4,MFCCs_ 5,MFCCs_ 6,MFCCs_ 7,MFCCs_ 8,MFCCs_ 9,MFCCs_10,MFCCs_11,MFCCs_12,MFCCs_13,MFCCs_14,MFCCs_15,MFCCs_16,Family,Genus,Species,RecordID
0.46917904058200427,0.6956152849385615,0.21989313474618752,0.05197068699964895,0.010298827701122832,0.04914972382979397,-0.1318295248353918,-0.04075309743051556,0.13708807997997405,-0.012960698825389612,-0.001492104960773622,0.04677560826003317,0.03986762210147496,0.0034320169411181933,0.026938672929397646,0.009695211453091284,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5148699525222419,0.7215269110121016,0.26106407324758385,0.07903065183537607,0.026049869253333944,-0.1042135599341738,-0.16405449992118384,-0.11923677447949871,0.11547547740425633,-0.025195403646423253,0.049569562032641595,0.023431814002075068,0.03017617090127352,0.012470263281687937,0.0022061658750686633,-0.014726197052039777,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4765689924813024,0.7045125178752892,0.2355497082781322,0.10568008797910744,0.053945654612546405,-0.16692308997016883,-0.19249598087103487,-0.09377763721166926,0.027603808250254207,0.007638662084764862,0.0893254543893173,0.06767052156726386,0.05046638965673696,-0.0690849804016628,-0.039974003228119726,-0.0007409880608664708,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.537134572772823,0.5900221295732506,0.2316739298517788,0.013611217984017352,-0.08819427429064325,-0.2669332238414227,-0.13781912725593645,-0.11937213821653675,0.030712522589050287,-0.12097984918276096,-0.02307218710474818,-0.09635064850081851,0.04276457717960082,0.19813789552792135,0.040075334087127636,0.07142646908615607,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5015570052188348,0.7688677771602032,0.2684486569875723,0.14280431318875095,0.015685826580755236,-0.24518382060888466,-0.17943835565143038,-0.1001352828734708,0.004164865694961414,-0.04672296615972586,0.06508095058142976,0.024044499465932165,0.06056394525173669,-0.047018249499590485,0.007965280760909866,0.020207408803437892,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4643208143248889,0.7275242301670884,0.2609191007475598,0.12770806049234992,0.02665400202367903,-0.2734884819857312,-0.19182912369125565,-0.051234701144397855,-0.010358528731652234,-0.08021240006637634,0.03473501512617057,-0.033236722329600746,0.0440209442468117,0.061857438067359785,0.02689574152451413,0.06370307044334107,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4108070484062001,0.7739718947498829,0.2817061928998867,0.14798276086796028,0.01442371810467743,-0.22207496941229352,-0.08797072622769748,-0.07294083470368111,0.015457463388786818,-0.018400273409245722,0.017036758062732676,0.04403402167498704,0.04168468365483267,-0.028528652870401624,-0.04499769688469045,-0.006337327479535929,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4618528745083735,0.6384819666310009,0.2815954409265787,0.11702118089825277,0.05420739574854501,-0.14720093761755781,-0.13375902946219548,-0.09307327194128046,0.001991267260024852,0.022546446585985546,0.06020764931782902,0.03686409088882583,0.009280535077536402,-0.006776641748248323,-0.012674505654993257,-0.00020100922674921767,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4866423661907859,0.5816351078102201,0.20819686340634275,0.03284556813500615,0.06331999175635852,-0.21907393995212376,-0.18111722030822378,-0.16829878394980133,0.101153839194768,-0.09721839507450136,0.020706267888031912,-0.1047418175622941,0.006107560975754537,0.19689006998085432,0.03262054310504531,0.0493289297886656,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5466213099785027,0.8106412916219811,0.28339016878930207,0.1357612260057337,0.022416534800470168,-0.26044468084810823,-0.2246885174223478,-0.15125330852337288,0.05502067765396811,-0.08204201678185315,0.0748023047539667,0.001008256737096207,0.0673984900333951,-0.05217845625063913,0.010439747726233016,0.020976842797943963,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5197770797586165,0.7302325203985153,0.21651433549380866,0.11522085121659306,-0.018976379567636776,-0.12312956336012087,-0.30752343849293745,0.00728509399478588,0.029052561630824585,-0.07190576310986255,0.07404988326899621,-0.022937612261365183,-0.0074168075211861655,-0.03834095840146694,-0.010150723486996882,0.003247861302316926,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5262198742386712,0.5284130955673125,0.2049492506380203,0.005837145032312544,-0.005817370242988049,-0.2004618016734823,-0.15953453957015165,-0.07524206751485382,0.04969012510370645,-0.05936235787985954,0.033905423454506686,-0.061151595672285494,0.028737404652780327,0.15622311720156767,0.014444399599604146,-0.008995140198087332,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5016059732200213,0.7241931718899121,0.22800796696294623,0.1316328998274107,-0.026065339881349226,-0.29900011283049727,-0.15872304533649476,-0.07894582696542835,0.005137955209931915,-0.027769819951393417,0.10739567664323721,0.0008406793844963188,0.01818016891323652,-0.014717661398770832,-0.012537294447603877,0.03772828629719124,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.534213341284782,0.7769104472835522,0.2459632633620766,0.09118796037576804,-0.0009733662523483339,-0.30167614308243745,-0.15240052664729742,-0.13146109668667585,0.05244617632682222,-0.05367416274636315,0.04973360390819232,0.01288781001838648,0.05593872421016335,0.005546712217970603,-0.028013541893091364,-0.007129137115783593,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5022415631010487,0.5862296174403117,0.2590042272756068,0.005946216422269711,0.03572144046689723,-0.3847801215206158,-0.12707073564616092,-0.10325238325654304,0.18187701217237268,-0.16777871287699783,-0.030407849063857243,-0.14035923048951005,0.012991557213826244,0.1810609318837163,0.03050915280578384,0.012313577687296679,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.6060864860501901,0.8073575020802551,0.2586883844560674,0.14246756599477556,0.01248922774613992,-0.28988485416291754,-0.23948627827998256,-0.09944549941463111,0.08507139638362483,-0.03752688652447665,0.07427174561175902,0.029399647765129856,0.04423217611619084,-0.051425392165206855,0.0008873135588664006,-0.002678798653105208,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48109520583368387,0.5233654994737252,0.2009802817444111,0.038000550208263595,0.04934451780605593,-0.21837868699335977,-0.14028215747841064,-0.1420783730035973,0.07287393839973884,-0.07295254628524134,-0.007100340449505702,-0.06350629301667775,0.013585223300192094,0.10632614558593827,0.02839220693409307,0.03425609534339577,Leptodactylidae,Adenomera,AdenomeraAndre,1
