MFCCs_ 1,Family,Genus,Species,RecordID
0.46917904058200427,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5148699525222419,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4765689924813024,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.537134572772823,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5015570052188348,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4643208143248889,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4108070484062001,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4618528745083735,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4866423661907859,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5466213099785027,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5197770797586165,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5262198742386712,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5016059732200213,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.534213341284782,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5022415631010487,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.6060864860501901,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48109520583368387,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.539964568865681,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5484005682978637,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4338223793099266,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49270931969946835,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5374889714271782,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48190314005379586,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5404443427984176,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.48444403392914187,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.50223373535242,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.47386862367512167,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4631410821090102,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5246923420510218,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4736645897908376,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5451056442815967,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5055275167487822,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4965984810611133,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5119619560398877,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4686845272785359,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4946877012268364,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4178436183113007,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5208007559229002,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5166081818745051,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49101434391212445,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.47852330811352217,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5920455140056367,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.526624736972883,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4730901275358517,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5611516113838588,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5098616802540531,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.39616176529815705,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4872201440676184,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5139743664557058,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.49364027199103955,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5120972588232037,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.4756984805215854,Leptodactylidae,Adenomera,AdenomeraAndre,1
0.5223781688360422,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.541734314981918,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5630119380617101,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.46403139601066284,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5605522069548938,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4535295398235252,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5793865648622623,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.46029610152587064,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5859950950638985,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5581300500597777,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5503699938350095,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5737443147459851,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6387789678082287,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.47352482882778074,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5286719687522587,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5014455405130358,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5631180958848574,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4531420382602672,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5736071760041321,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.909051691748725,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5585591285182595,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5104922870783066,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.531968491987336,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5196876893289194,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5992468779499049,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6506944410610115,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4570806996499971,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6038303856369365,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6441711648313907,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5446391794008227,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5625316956555758,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5452021770857817,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.495506264266006,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6218148183498293,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.525071584325975,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5293277106494585,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.43409307100937006,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5807278855981226,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5728568025176829,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4812927321534308,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.4843548431169841,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5296862993460325,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5306485787015264,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5128461563003053,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5056235342548442,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5230094163133182,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6784972118157542,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.47732305328622937,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5409002066009666,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6532710538568346,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.5026387447282717,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6063696938651454,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.610244343906092,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.49900600728714023,Leptodactylidae,Adenomera,AdenomeraAndre,2
0.6171222449029635,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5726754076945987,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.571946014355064,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6351946984578294,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5423702540381594,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.4929567442000618,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6155418581746702,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5515794988332553,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5497005059405521,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5617656256991157,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5058700595351356,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5759896043326603,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5437380153463742,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5634212739712926,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5356200160855809,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5642943800869621,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5231306813293547,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6217045478103429,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.526191689997642,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5763060003277801,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6196253868118959,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.5996789833954977,Leptodactylidae,Adenomera,AdenomeraAndre,3
0.6933030449644517,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5572048010437886,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5280468376108286,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4936765781374247,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46979385032156923,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6184516872697862,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5759744127630698,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.49137025878442975,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5756988577955513,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6837118112371201,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5497400790865193,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5073652314770416,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.551759755734908,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6460571537221013,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6198823107996166,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5166151921845911,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5872423330616646,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4823241340201858,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5394842067507871,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5346138486734939,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.597697023218584,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4516627883400889,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.46454792767986774,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5524363758664476,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4049547691381038,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5182798062080258,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4189699628710008,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5788900623950177,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5025246891871447,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.48345883978122267,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5083786574986214,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5985543842408004,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4167207613831396,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5163091193556526,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5362001861644216,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4605753058412806,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.42228825475139964,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5972451581347525,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5885863124537669,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6225066668354914,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5047951672019065,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5822323103956376,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6147844401952602,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5819565019530905,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.3987113718568065,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5429895974859562,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4851871828947546,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.495693188891834,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.572580350366539,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.47406356675944533,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5059198575812464,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.45697395855371353,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4232936919029801,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5579656052960633,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4399756442880895,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5518519686318094,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.367050916896668,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5841667725790962,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4432518279654143,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4467035215910145,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5821507403869934,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5185950959687312,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.44044618271509123,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5798877725846397,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4482923851462018,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5107082149613367,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4616903170778344,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5205094974028355,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5234804743744981,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5740236196080091,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.3734272280701359,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5312520956242319,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.574286929087989,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6234425279421869,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6485353299945573,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5945552216962097,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.526981506586426,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6218376526895875,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6034233829503456,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5980443848090418,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6136927596443963,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6540571061559348,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.61911355245067,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.4416339729819704,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6702573541381885,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.554632653072721,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5805188825511027,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.5829295537441461,Leptodactylidae,Adenomera,AdenomeraAndre,4
0.6500361598229751,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.7476983832020839,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6048846187073386,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.663255292804658,Leptodactylidae,Adenomera,AdenomeraAndre,5
0.6432928943922728,Leptodactylidae,Adenomera,AdenomeraAndre,5
